file,page,status,Nombre,Gestora,Depositaria,N_Registro
Boletin_completo_30-10-2018_al_05-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,"SANTANDER CUMBRE 2024 2, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5311
Boletin_completo_06-11-2018_al_12-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,"SAPPHIRE ABSOLUT FUNDS, F.I.","GVC GAESCO GESTIÓN, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5312
Boletin_completo_06-11-2018_al_12-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,"NAO EUROPA SOSTENIBLE, FI","NAO ASSET MANAGEMENT, E.S.G. SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5313
Boletin_completo_06-11-2018_al_12-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,"RIVER PATRIMONIO, FI","ESFERA CAPITAL GESTIÓN SGIIC, S.A.","SANTANDER SECURITIES SERVICES, S.A.",5314
Boletin_completo_06-11-2018_al_12-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,"AZVALOR MANAGERS, FI","AZVALOR ASSET MANAGEMENT, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5315
Boletin_completo_13-11-2018_al_19-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,"ESFERA III, FI","ESFERA CAPITAL GESTIÓN SGIIC, S.A.","CECABANK, S.A.",5316
Boletin_completo_13-11-2018_al_19-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,"SABADELL PLANIFICACION 25, FI","SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.","BANCO DE SABADELL, S.A.",5317
Boletin_completo_13-11-2018_al_19-11-2018.pdf,4,NUEVAS_INSCRIPCIONES,"BANKIA GARANTIZADO RENDIMIENTO BOLSA I, FI","BANKIA FONDOS, S.G.I.I.C., S.A.","BANKIA, S.A",5318
Boletin_completo_20-11-2018_al_26-11-2018.pdf,3,NUEVAS_INSCRIPCIONES,DP MIXTO RV FI DEGROOF PETERCAM,"SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5319
Boletin_completo_20-11-2018_al_26-11-2018.pdf,3,BAJAS,"BAJAS RURAL EUROPA 2018 GARANTIZADO, FI",,,4756
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,NUEVAS_INSCRIPCIONES,"SANTANDER CUMBRE 2024 3, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5320
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,NUEVAS_INSCRIPCIONES,"SANTANDER 95 GRANDES COMPAÑÍAS 3, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5321
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,BAJAS,"UNIFOND 2018-V, FI",,,627
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,BAJAS,"UNIFOND 2018-VI, FI",,,1106
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,BAJAS,"BANKIA BANCA PRIVADA FINANCIERO 2018, FI",,,4737
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,BAJAS,"BANKIA GARANTIZADO BOLSA 3, FI",,,1588
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,BAJAS,"BANKIA GARANTIZADO BOLSA 4, FI",,,4721
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,BAJAS,"BANKIA 2018 EUROSTOXX, FI",,,2224
Boletin_completo_27-11-2018_al_03-12-2018.pdf,5,BAJAS,"BANKIA INTERES GARANTIZADO 9, FI",,,3369
Boletin_completo_04-12-2018_al_10-12-2018.pdf,3,BAJAS,"SANTANDER EVOLUCION 20, FI",,,5014
Boletin_completo_04-12-2018_al_10-12-2018.pdf,3,BAJAS,"SANTANDER EVOLUCION 20 2, FI",,,5014
Boletin_completo_04-12-2018_al_10-12-2018.pdf,3,BAJAS,"SANTANDER EVOLUCION 40, FI",,,5106
Boletin_completo_04-12-2018_al_10-12-2018.pdf,3,BAJAS,"SANTANDER EVOLUCION 40 2, FI",,,5015
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,NUEVAS_INSCRIPCIONES,"EBN SINYCON VALOR, FI","EBN CAPITAL, SGIIC, S.A.","SANTANDER SECURITIES SERVICES, S.A.",5322
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,NUEVAS_INSCRIPCIONES,"IBERCAJA 2026 GARANTIZADO 2, FI","IBERCAJA GESTION, SGIIC, S.A.","CECABANK, S.A.",5323
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,NUEVAS_INSCRIPCIONES,"KUTXABANK GARANTIZADO BOLSA 7, FI","KUTXABANK GESTION, SGIIC, S.A.","KUTXABANK, S.A.",5324
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"SANTANDER OBJETIVO RENDIMIENTO EUROPA III, FI",,,4719
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"SANTANDER OBJETIVO RENDIMIENTO EUROPA, FI",,,4669
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"SANTANDER 95 DOLAR, FI",,,5041
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"SANTANDER 95 OBJETIVO GRANDES COMPAÑIAS, FI",,,5120
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"SANTANDER BOLSA EUROPA 2018, FI",,,4750
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"30-70 INVERSION, FI",,,2101
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"CAIXABANK DP JULIO 2018, FI",,,4579
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"CAIXABANK VALOR BOLSA ESPAÑA 2, FI",,,4615
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"CAIXABANK VALOR BOLSA ESPAÑA 3, FI",,,4644
Boletin_completo_11-12-2018_al_17-12-2018.pdf,13,BAJAS,"LIBERTY SPANISH STOCK MARKET INDEX, FI",,,2523
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,NUEVAS_INSCRIPCIONES,"KBL PRECISION ABSOLUTE, FI","KBL ESPAÑA ASSET MANAGEMENT, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5325
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,NUEVAS_INSCRIPCIONES,"SANTANDER COMPAÑIAS 0-30, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5326
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,NUEVAS_INSCRIPCIONES,"SANTANDER CUMBRE 2024 4, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5327
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,BAJAS,"SANTANDER 95 GRANDES COMPAÑIAS 2, FI",,,95
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,BAJAS,"BBVA BONOS PATRIMONIO VIII, FI",,,4976
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,BAJAS,"CX EVOLUCIÓ ÍNDEX BORSA, FI",,,2828
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,BAJAS,"BBVA BONOS PLAZO II, FI",,,4110
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,BAJAS,"BBVA BONOS PATRIMONIO IX, FI",,,3894
Boletin_completo_18-12-2018_al_24-12-2018.pdf,4,BAJAS,"BBVA BONOS RENTAS II, FI",,,4638
Boletin_completo_08-01-2019_al_14-01-2019.pdf,4,NUEVAS_INSCRIPCIONES,"TABOR, FI","ABANTE ASESORES GESTION, SGIIC, S.A.","BANKINTER, S.A.",5328
Boletin_completo_08-01-2019_al_14-01-2019.pdf,4,NUEVAS_INSCRIPCIONES,"AGAVE, FI","DUX INVERSORES, SGIIC, S.A.","BANKINTER, S.A.",5329
Boletin_completo_08-01-2019_al_14-01-2019.pdf,4,BAJAS,"BAJAS BANKIA FONDTESORO CORTO PLAZO, FI",,,3631
Boletin_completo_15-01-2019_al_21-01-2019.pdf,3,NUEVAS_INSCRIPCIONES,"BESTINVER LATAM, FI","BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A.",5330
Boletin_completo_15-01-2019_al_21-01-2019.pdf,3,NUEVAS_INSCRIPCIONES,"IBERCAJA 2027 GARANTIZADO, FI","IBERCAJA GESTION, SGIIC, S.A.","CECABANK, S.A.",5331
Boletin_completo_15-01-2019_al_21-01-2019.pdf,3,BAJAS,"BAJAS CAJA LABORAL BOLSA GARANTIZADO IX, FI",,,1754
Boletin_completo_15-01-2019_al_21-01-2019.pdf,3,BAJAS,"FONTALENTO, FI",,,1046
Boletin_completo_22-01-2019_al_28-01-2019.pdf,22,NUEVAS_INSCRIPCIONES,"GVC GAESCO DIVIDEND FOCUS, F.I.","GVC GAESCO GESTIÓN, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5332
Boletin_completo_22-01-2019_al_28-01-2019.pdf,22,NUEVAS_INSCRIPCIONES,"TORSAN VALUE, FI","GESIURIS ASSET MANAGEMENT, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5333
Boletin_completo_22-01-2019_al_28-01-2019.pdf,22,NUEVAS_INSCRIPCIONES,"KUTXABANK GARANTIZADO RF, FI","KUTXABANK GESTION, SGIIC, S.A.","KUTXABANK, S.A.",5334
Boletin_completo_22-01-2019_al_28-01-2019.pdf,22,NUEVAS_INSCRIPCIONES,"RURAL GARANTIZADO 2027, FI","GESCOOPERATIVO, S.A., S.G.I.I.C.","BANCO COOPERATIVO ESPAÑOL, S.A.",5335
Boletin_completo_29-01-2019_al_04-02-2019.pdf,11,NUEVAS_INSCRIPCIONES,"BANKINTER IBEX RENTAS GARANTIZADO, FI","BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A.",5336
Boletin_completo_05-02-2019_al_11-02-2019.pdf,3,NUEVAS_INSCRIPCIONES,"RURAL PLAN INVERSION, FI","GESCOOPERATIVO, S.A., S.G.I.I.C.","BANCO COOPERATIVO ESPAÑOL, S.A.",5337
Boletin_completo_05-02-2019_al_11-02-2019.pdf,3,BAJAS,"ADRIZA INTERNATIONAL OPPORTUNITIES FUND, FI",,,4907
Boletin_completo_12-02-2019_al_18-02-2019.pdf,5,NUEVAS_INSCRIPCIONES,"MULTIADVISOR GESTION II, FI SGIIC","INVERSIS GESTIÓN, S.A.","BANCO INVERSIS, S.A.",5338
Boletin_completo_12-02-2019_al_18-02-2019.pdf,5,NUEVAS_INSCRIPCIONES,"KUTXABANK GARANTIZADO BOLSA 8, FI","KUTXABANK GESTION, SGIIC, S.A.","KUTXABANK, S.A.",5339
Boletin_completo_12-02-2019_al_18-02-2019.pdf,5,BAJAS,MUTUAFONDO GESTION OPTIMA CONSERVADOR FI,,,2252
Boletin_completo_12-02-2019_al_18-02-2019.pdf,5,BAJAS,"MUTUAFONDO GESTION OPTIMA DINAMICO, FI",,,2254
Boletin_completo_12-02-2019_al_18-02-2019.pdf,5,BAJAS,"RURAL RENTAS GARANTIZADO, FI",,,3020
Boletin_completo_12-02-2019_al_18-02-2019.pdf,5,BAJAS,"RURAL GARANTIZADO 9,70, FI",,,1254
Boletin_completo_19-02-2019_al_25-02-2019.pdf,5,NUEVAS_INSCRIPCIONES,"CA BANKOA GARANTIZADO 2025, FI","CREDIT AGRICOLE BANKOA GESTIÓN, S.A. S.G.I.I.C.","BANKOA, S.A.",5340
Boletin_completo_19-02-2019_al_25-02-2019.pdf,5,BAJAS,"CAJA INGENIEROS 2018 INFLACION GARANTIZADO, FI",,,265
Boletin_completo_26-02-2019_al_04-03-2019.pdf,3,NUEVAS_INSCRIPCIONES,"BANKIA GARANTIZADO VALORES RESPONSABLES, FI","BANKIA FONDOS, S.G.I.I.C., S.A.","BANKIA, S.A",5341
Boletin_completo_26-02-2019_al_04-03-2019.pdf,3,NUEVAS_INSCRIPCIONES,"KUTXABANK RF HORIZONTE 9, FI","KUTXABANK GESTION, SGIIC, S.A.","KUTXABANK, S.A.",5342
Boletin_completo_26-02-2019_al_04-03-2019.pdf,3,BAJAS,"KUTXABANK GARANTIZADO BOLSA EUROPA, FI",,,3480
Boletin_completo_26-02-2019_al_04-03-2019.pdf,3,BAJAS,"KUTXABANK RENTAS OCTUBRE 2018, FI",,,4705
Boletin_completo_26-02-2019_al_04-03-2019.pdf,3,BAJAS,"ALTAIR INVERSIONES, FI",,,2843
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,NUEVAS_INSCRIPCIONES,"COSMOS EQUITY TRENDS, FI","ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.","BANKINTER, S.A.",5343
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,NUEVAS_INSCRIPCIONES,"ABANCA RENTAS CRECIENTES 2024, FI","IMANTIA CAPITAL, S.G.I.I.C., S.A.","CECABANK, S.A.",5344
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"EUROVALOR GARANTIZADO CESTA PLUS, FI",,,4402
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"EUROVALOR GARANTIZADO ENERGIA, FI",,,3919
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"BANKIA LIBRA, FI",,,5152
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"BBVA RENDIMIENTO EUROPA, FI",,,3129
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"BBVA BONOS PLAZO IV, FI",,,815
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"CX EVOLUCIÓ RENDES NOVEMBRE 2018, FI",,,4655
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"BBVA BONOS PATRIMONIO XI, FI",,,4668
Boletin_completo_05-03-2019_al_11-03-2019.pdf,3,BAJAS,"BBVA BONOS RENTAS IV, FI",,,464
Boletin_completo_12-03-2019_al_18-03-2019.pdf,11,NUEVAS_INSCRIPCIONES,"SABADELL ECONOMÍA DIGITAL, FI","SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.","BANCO DE SABADELL, S.A.",5345
Boletin_completo_12-03-2019_al_18-03-2019.pdf,11,BAJAS,"UNIFOND 2018-IX, FI",,,4291
Boletin_completo_12-03-2019_al_18-03-2019.pdf,11,BAJAS,"UNIFOND 2018-X, FI",,,3054
Boletin_completo_12-03-2019_al_18-03-2019.pdf,11,BAJAS,"UNIFOND RETORNO PRUDENTE, FI",,,4236
Boletin_completo_19-03-2019_al_25-03-2019.pdf,3,NUEVAS_INSCRIPCIONES,"IBERCAJA 2027 GARANTIZADO, 2, FI","IBERCAJA GESTION, SGIIC, S.A.","CECABANK, S.A.",5346
Boletin_completo_26-03-2019_al_01-04-2019.pdf,4,NUEVAS_INSCRIPCIONES,"RURAL 4 GARANTIA RENTA FIJA, FI","GESCOOPERATIVO, S.A., S.G.I.I.C.","BANCO COOPERATIVO ESPAÑOL, S.A.",5347
Boletin_completo_26-03-2019_al_01-04-2019.pdf,4,NUEVAS_INSCRIPCIONES,"IBERCAJA OBJETIVO 2024, FI","IBERCAJA GESTION, SGIIC, S.A.","CECABANK, S.A.",5348
Boletin_completo_26-03-2019_al_01-04-2019.pdf,4,BAJAS,"BAJAS ARGOS CAPITAL, FI",,,4295
Boletin_completo_26-03-2019_al_01-04-2019.pdf,4,BAJAS,"RENTA 4 JAPON, FI",,,1383
Boletin_completo_02-04-2019_al_08-04-2019.pdf,7,NUEVAS_INSCRIPCIONES,"SANTANDER RF HORIZONTE 2024, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5349
Boletin_completo_02-04-2019_al_08-04-2019.pdf,7,NUEVAS_INSCRIPCIONES,"FONDMAPFRE GARANTÍA, F.I.","MAPFRE ASSET MANAGEMENT, SGIIC, S.A.","MAPFRE INVERSION SOCIEDAD DE VALORES, S.A.",5350
Boletin_completo_02-04-2019_al_08-04-2019.pdf,7,NUEVAS_INSCRIPCIONES,"AVANCE MULTIACTIVOS, FI","INTERMONEY GESTION, S.G.I.I.C., S.A.","BANCO INVERSIS, S.A.",5351
Boletin_completo_02-04-2019_al_08-04-2019.pdf,7,NUEVAS_INSCRIPCIONES,"INDEXA RV MIXTA INTERNACIONAL 75, FI","RENTA 4 GESTORA, S.G.I.I.C., S.A.","RENTA 4 BANCO, S.A.",5352
Boletin_completo_02-04-2019_al_08-04-2019.pdf,7,NUEVAS_INSCRIPCIONES,"MUTUAFONDO MIXTO DÓLAR, FI","MUTUACTIVOS, S.A., S.G.I.I.C.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5353
Boletin_completo_02-04-2019_al_08-04-2019.pdf,7,NUEVAS_INSCRIPCIONES,"KUTXABANK GARANTIZADO BOLSA 9, FI","KUTXABANK GESTION, SGIIC, S.A.","KUTXABANK, S.A.",5355
Boletin_completo_02-04-2019_al_08-04-2019.pdf,7,NUEVAS_INSCRIPCIONES,"SANTANDER 95 GRANDES COMPAÑIAS 4, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5354
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,NUEVAS_INSCRIPCIONES,"MAUNAKEA GLOBAL, FI","ESFERA CAPITAL GESTIÓN SGIIC, S.A.","BANKINTER, S.A.",5356
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,NUEVAS_INSCRIPCIONES,"BANKINTER BONOS 2023, FI","BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A.",5357
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,NUEVAS_INSCRIPCIONES,"RURAL 2027 GARANTIA BOLSA, FI","GESCOOPERATIVO, S.A., S.G.I.I.C.","BANCO COOPERATIVO ESPAÑOL, S.A.",5358
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,NUEVAS_INSCRIPCIONES,"SABADELL RENTABILIDAD OBJETIVO 4, FI","SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.","BANCO DE SABADELL, S.A.",5359
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BBVA RENDIMIENTO EUROPA II, FI",,,2749
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BBVA OPORTUNIDAD ACCIONES III, FI",,,4778
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BBVA BONOS PLAZO V, FI",,,4058
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BBVA BONOS PATRIMONIO XII, FI",,,4200
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BBVA BONOS RENTAS V, FI",,,3070
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"HERCULES CORTO PLAZO, FI",,,3388
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BANKIA GARANTIZADO RENTAS 11, FI",,,4635
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BANKIA GARANTIZADO RENTAS 12, FI",,,4640
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BANKIA 2018 EUROSTOXX II, FI",,,3010
Boletin_completo_09-04-2019_al_15-04-2019.pdf,14,BAJAS,"BANKIA INTERES GARANTIZADO 10, FI",,,3823
Boletin_completo_23-04-2019_al_29-04-2019.pdf,4,NUEVAS_INSCRIPCIONES,"INTERNATIONAL EQUITY MARKETS, FI",FINLETIC CAPITAL SGIIC SA.,"BANCO INVERSIS, S.A.",5360
Boletin_completo_23-04-2019_al_29-04-2019.pdf,4,NUEVAS_INSCRIPCIONES,"ANDBANK MEGATRENDS, FI","ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.","BANCO INVERSIS, S.A.",5361
Boletin_completo_23-04-2019_al_29-04-2019.pdf,4,NUEVAS_INSCRIPCIONES,"MM GLOBAL, FI","ESFERA CAPITAL GESTIÓN SGIIC, S.A.","SANTANDER SECURITIES SERVICES, S.A.",5362
Boletin_completo_23-04-2019_al_29-04-2019.pdf,4,BAJAS,"MEDIOLANUM ESPAÑA R.V., FI",,,827
Boletin_completo_23-04-2019_al_29-04-2019.pdf,4,BAJAS,"KUTXABANK MONETARIO, FI",,,3560
Boletin_completo_23-04-2019_al_29-04-2019.pdf,4,BAJAS,"UNIFOND CARTERA DINÁMICA, FI",,,5029
Boletin_completo_23-04-2019_al_29-04-2019.pdf,4,BAJAS,"UNIFOND VALOR RELATIVO, FI",,,5048
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,NUEVAS_INSCRIPCIONES,"KUTXABANK GARANTIZADO BOLSA 10, FI","KUTXABANK GESTION, SGIIC, S.A.","KUTXABANK, S.A",5363
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,NUEVAS_INSCRIPCIONES,"KUTXABANK RF HORIZONTE 10, FI","KUTXABANK GESTION, SGIIC, S.A.","KUTXABANK, S.A",5364
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"SANTANDER GRANDES COMPAÑIAS 2018, FI",,,4892
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"SANTANDER DUO EUROPA 2018, FI",,,4681
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"SANTANDER CUMBRE 2018 PLUS 3, FI",,,4657
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"SANTANDER INVERSION CORTO PLAZO 13, FI",,,5062
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"SANTANDER INVERSION CORTO PLAZO 14, FI",,,4612
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"GLOBAL TRENDS, FI",,,5019
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"BBVA DINERO CP, FI",,,2838
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"MEDIOLANUM ALPHA PLUS, FI",,,1045
Boletin_completo_07-05-2019_al_13-05-2019.pdf,3,BAJAS,"SANTANDER TANDEM 0-30, FI",,,528
Boletin_completo_14-05-2019_al_20-05-2019.pdf,8,NUEVAS_INSCRIPCIONES,"DOR BEST MANAGERS, FI","UNIVERSE ASSET MANAGEMENT, SGIIC, S.A.","SANTANDER SECURITIES SERVICES, S.A.",5365
Boletin_completo_14-05-2019_al_20-05-2019.pdf,8,BAJAS,"MEDIOLANUM PREMIER, FI",,,3712
Boletin_completo_14-05-2019_al_20-05-2019.pdf,9,BAJAS,"UNIFOND CARTERA DECIDIDA, FI",,,5064
Boletin_completo_14-05-2019_al_20-05-2019.pdf,9,BAJAS,"UNIFOND GLOBAL MACRO, FI",,,1027
Boletin_completo_21-05-2019_al_27-05-2019.pdf,18,NUEVAS_INSCRIPCIONES,"LIBERBANK GLOBAL MACRO, FI","LIBERBANK GESTION, SGIIC, S.A.","CECABANK, S.A.",5366
Boletin_completo_21-05-2019_al_27-05-2019.pdf,19,NUEVAS_INSCRIPCIONES,"SASSOLA SELECCION DINAMICA, FI","SASSOLA PARTNERS, SGIIC, S.A.","UBS EUROPE SE, SUCURSAL EN ESPAÑA",5367
Boletin_completo_21-05-2019_al_27-05-2019.pdf,19,NUEVAS_INSCRIPCIONES,"IBERCAJA 2028 GARANTIZADO, FI","IBERCAJA GESTION, SGIIC, S.A.","CECABANK, S.A.",5368
Boletin_completo_21-05-2019_al_27-05-2019.pdf,19,NUEVAS_INSCRIPCIONES,"SANTANDER RF HORIZONTE 2025, FI","SANTANDER ASSET MANAGEMENT, S.A., SGIIC","SANTANDER SECURITIES SERVICES, S.A.",5369
Boletin_completo_21-05-2019_al_27-05-2019.pdf,19,BAJAS,"PRIVARY, FI",,,3016
Boletin_completo_28-05-2019_al_03-06-2019.pdf,3,NUEVAS_INSCRIPCIONES,"SASSOLA SELECCION BASE, FI","SASSOLA PARTNERS, SGIIC, S.A.","UBS EUROPE SE, SUCURSAL EN ESPAÑA",5370
Boletin_completo_28-05-2019_al_03-06-2019.pdf,3,NUEVAS_INSCRIPCIONES,"IBERCAJA GARANTIZADO EUROPA, FI","IBERCAJA GESTION, SGIIC, S.A.","CECABANK, S.A.",5371
Boletin_completo_28-05-2019_al_03-06-2019.pdf,3,NUEVAS_INSCRIPCIONES,"CA BANKOA GARANTIZADO 2027, FI","CREDIT AGRICOLE BANKOA GESTIÓN, S.A. S.G.I.I.C.","BANKOA, S.A.",5372
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"SANTALUCIA RENTA FIJA EMERGENTES, FI","SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5374
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"SANTALUCIA RENTA VARIABLE EMERGENTES, FI","SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5375
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"SANTALUCIA RENTA FIJA HIGH YIELD, FI","SANTA LUCIA ASSET MANAGEMENT, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",5373
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"CAIXABANK MASTER RENTA VARIABLE EUROPA, FI","CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A.",5376
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"CAIXABANK MASTER RENTA VARIABLE ESPAÑA, FI","CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A.",5377
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"CAIXABANK MASTER RENTA FIJA CORTO PLAZO, FI","CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A.",5378
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"CAIXABANK MASTER RENTA FIJA DEUDA PUBLICA 3-7, FI","CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A.",5379
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,"CAIXABANK MASTER RENTA FIJA PRIVADA EURO, FI","CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A.",5380
Boletin_completo_04-06-2019_al_10-06-2019.pdf,7,NUEVAS_INSCRIPCIONES,CAIXABANK MASTER RENTA,CAIXABANK ASSET MANAGEMENT SGIIC,"CECABANK, S.A.",5381
Boletin_completo_04-06-2019_al_10-06-2019.pdf,8,NUEVAS_INSCRIPCIONES,"FIJA ADVISED BY, FI","CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A.",5382
